agency,committee_url,name,status,url_from,url_to
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/GastrointestinalDrugsAdvisoryCommittee/default.htm,Gastrointestinal Drugs Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztsAAA
Department of Health and Human Services,mailto:francis.chesley@ahrq.hhs.gov,Health Services Research Initial Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzuSAAQ
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/HDMIRG/Pages/default.aspx,Healthcare Delivery and Methodologies Integrated Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv3AAA
Department of Health and Human Services,http://www.cdc.gov/hicpac,Healthcare Infection Control Practices Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzuJAAQ
Department of Health and Human Services,mailto:francis.chesley@ahrq.hhs.gov,Health Care Policy and Research Special Emphasis Panel,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztmAAA
Department of Health and Human Services,http://deainfo.nci.nih.gov/advisory/fac/fac.htm,Frederick National Laboratory Advisory Committee to the National Cancer Institute,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzz2AAA
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/GGGIRG/Pages/default.aspx,"Genes, Genomes, and Genetics  Integrated Review Group",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzusAAA
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/FoodAdvisoryCommittee/default.htm,Food Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsuAAA
Department of Health and Human Services,http://www.fic.nih.gov/About/Advisory/Pages/default.aspx,Fogarty International Center Advisory Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzs8AAA
Department of Health and Human Services,mailto:duperes@mail.nih.gov,Eunice Kennedy Shriver National Institute of Child Health and Human Development Initial Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzuiAAA
Department of Health and Human Services,mailto:bass@niehs.nih.gov,Environmental Health Sciences Review Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzrvAAA
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/EMNRIRG/Pages/default.aspx,"Endocrinology, Metabolism, Nutrition and Reproductive Sciences Integrated Review Group",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwcAAA
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/EndocrinologicandMetabolicDrugsAdvisoryCommittee/default.htm,Endocrinologic and Metabolic Drugs Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzkpAAA
Department of Health and Human Services,mailto:devond@niddk.nih.gov,"End-Stage Renal Disease Data Advisory Committee, HCFA, NIDDK",Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztMAAQ
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/ETTNIRG/Pages/default.aspx,Emerging Technologies and Training Neurosciences Integrated Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv9AAA
Department of Health and Human Services,mailto:duperes@mail.nih.gov,Eunice Kennedy Shriver National Institute of Child Health and Human Development Special Emphasis Panel,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzl6AAA
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/DrugSafetyandRiskManagementAdvisoryCommittee/default.htm,Drug Safety and Risk Management Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzswAAA
Department of Health and Human Services,https://www.niaid.nih.gov/about/scientific-counselors,Division of Intramural Research Board of Scientific Counselors National Institute of Allergy and Infectious Diseases,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzrqAAA
Department of Health and Human Services,mailto:kristi.hill@acl.hhs.gov,"Disability, Independent Living and Rehabilitation Research Advisory Council",Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwxAAA
Department of Health and Human Services,http://www.cdc.gov/maso/FACM/facmSEP.html,"Disease, Disability, and Injury Prevention and Control Special Emphasis Panel",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvPAAQ
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/DKUSIRG/Pages/default.aspx,"Digestive, Kidney and Urological Systems Integrated Review Group",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsSAAQ
Department of Health and Human Services,https://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/MedicalDevices/DeviceGoodManufacturingPracticeAdvisoryCommittee/default.htm,Device Good Manufacturing Practice Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsrAAA
Department of Health and Human Services,http://www.ncats.nih.gov/advisory/canboard,Cures Acceleration Network Review Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzu0AAA
Department of Health and Human Services,http://dpcpsi.nih.gov/council/,Council of Councils,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznJAAQ
Department of Health and Human Services,https://www.nidcd.nih.gov/about/communication-disorders-review-committee,Communication Disorders Review Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzutAAA
Department of Health and Human Services,http://aoa.gov/AoARoot/CLASS/Independence_Advisory/index.aspx,Community Living Assistance Services and Supports CLASS Independence Advisory Council,Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzywAAA
Department of Health and Human Services,https://www.hrsa.gov/advisory-committees/graduate-medical-edu/index.html,Council on Graduate Medical Education,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztZAAQ
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/DermatologicandOphthalmicDrugsAdvisoryCommittee/default.htm,Dermatologic and Ophthalmic Drugs Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzqRAAQ
Department of Health and Human Services,https://wwwn.cdc.gov/cliac/,Clinical Laboratory Improvement Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztiAAA
Department of Health and Human Services,http://www.hhs.gov/advcomcfs,Chronic Fatigue Syndrome Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztpAAA
Department of Health and Human Services,http://www.samhsa.gov/about-us/advisory-councils/csat-national-advisory-council,Center for Substance Abuse Treatment National Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzs0AAA
Department of Health and Human Services,http://www.samhsa.gov/about-us/advisory-councils/csap-national-advisory-council,Center for Substance Abuse Prevention National Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzruAAA
Department of Health and Human Services,http://www.samhsa.gov/about-us/advisory-councils/drug-testing-advisory-board-dtab,Center for Substance Abuse Prevention Drug Testing Advisory Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvHAAQ
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/SpecialEmphasis/Pages/default.aspx,Center for Scientific Review Special Emphasis Panel,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztKAAQ
Department of Health and Human Services,https://public.csr.nih.gov/AboutCSR/Organization/CSRAdvisoryCouncil,Center for Scientific Review Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztOAAQ
Department of Health and Human Services,http://www.samhsa.gov/about-us/advisory-councils/cmhs-national-advisory-council,Center for Mental Health Services National Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwCAAQ
Department of Health and Human Services,mailto:barbara.thomas@nih.gov,Center for Inherited Disease Research Access Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzuIAAQ
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/CellularTissueandGeneTherapiesAdvisoryCommittee/default.htm,Cellular Tissue and Gene Therapies Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsBAAQ
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/CBIRG/Pages/default.aspx,Cell Biology Integrated Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztrAAA
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/CVRSIRG/Pages/default.aspx,Cardiovascular and Respiratory Sciences Integrated Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzuVAAQ
Department of Health and Human Services,http://www.cdc.gov/maso/facm/facmchachspt.html,"CDC/HRSA Advisory Committee on HIV, Viral Hepatitis, and STD Prevention and Treatment",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzv1AAA
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/CardiovascularandRenalDrugsAdvisoryCommittee/default.htm,Cardiovascular and Renal Drugs Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzu1AAA
Department of Health and Human Services,https://www.cdc.gov/maso/facm/facmbccedcac.html,Breast and Cervical Cancer Early Detection and Control Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzukAAA
Department of Health and Human Services,http://public.csr.nih.gov/StudySections/IntegratedReviewGroups/BDCNIRG/Pages/default.aspx,Brain Disorders and Clinical Neuroscience Integrated Review Group,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztuAAA
Department of Health and Human Services,http://www.fda.gov/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/ReproductiveHealthDrugsAdvisoryCommittee/default.htm,"Bone, Reproductive and Urologic Drugs Advisory Committee",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzvlAAA
Department of Health and Human Services,https://www.cdc.gov/phpr/bsc/index.htm,"Board of Scientific Counselors, Office of Public Health Preparedness and Response",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzydAAA
Department of Health and Human Services,mailto:kysiakjo@nida.nih.gov,"Board of Scientific Counselors, National Institute on Drug Abuse",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsyAAA
Department of Health and Human Services,https://www.nidcd.nih.gov/about/board-scientific-counselors,"Board of Scientific Counselors, National Institute on Deafness and Other Communication Disorders",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzueAAA
